Title,track_id,track_features,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Rock You Like a Hurricane,58XWGx7KNNkKneHdprcprX,"{'danceability': 0.482, 'energy': 0.617, 'key': 4, 'loudness': -12.931, 'mode': 0, 'speechiness': 0.0458, 'acousticness': 0.00543, 'instrumentalness': 0.000146, 'liveness': 0.284, 'valence': 0.718, 'tempo': 125.697, 'type': 'audio_features', 'id': '58XWGx7KNNkKneHdprcprX', 'uri': 'spotify:track:58XWGx7KNNkKneHdprcprX', 'track_href': 'https://api.spotify.com/v1/tracks/58XWGx7KNNkKneHdprcprX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/58XWGx7KNNkKneHdprcprX', 'duration_ms': 252493, 'time_signature': 4}",0.482,0.617,4,-12.931,0,0.0458,0.00543,0.000146,0.284,0.718,125.697,audio_features,58XWGx7KNNkKneHdprcprX,spotify:track:58XWGx7KNNkKneHdprcprX,https://api.spotify.com/v1/tracks/58XWGx7KNNkKneHdprcprX,https://api.spotify.com/v1/audio-analysis/58XWGx7KNNkKneHdprcprX,252493,4
Smashed Into Pieces,1CKfTyQ4JMJxM9HFlvz187,"{'danceability': 0.496, 'energy': 0.665, 'key': 6, 'loudness': -5.607, 'mode': 0, 'speechiness': 0.0368, 'acousticness': 0.00541, 'instrumentalness': 0, 'liveness': 0.197, 'valence': 0.47, 'tempo': 92.357, 'type': 'audio_features', 'id': '1CKfTyQ4JMJxM9HFlvz187', 'uri': 'spotify:track:1CKfTyQ4JMJxM9HFlvz187', 'track_href': 'https://api.spotify.com/v1/tracks/1CKfTyQ4JMJxM9HFlvz187', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1CKfTyQ4JMJxM9HFlvz187', 'duration_ms': 222813, 'time_signature': 4}",0.496,0.665,6,-5.607,0,0.0368,0.00541,0.0,0.197,0.47,92.357,audio_features,1CKfTyQ4JMJxM9HFlvz187,spotify:track:1CKfTyQ4JMJxM9HFlvz187,https://api.spotify.com/v1/tracks/1CKfTyQ4JMJxM9HFlvz187,https://api.spotify.com/v1/audio-analysis/1CKfTyQ4JMJxM9HFlvz187,222813,4
Gimme Shelter,6H3kDe7CGoWYBabAeVWGiD,"{'danceability': 0.634, 'energy': 0.63, 'key': 1, 'loudness': -8.277, 'mode': 0, 'speechiness': 0.031, 'acousticness': 0.447, 'instrumentalness': 0.039, 'liveness': 0.17, 'valence': 0.489, 'tempo': 118.628, 'type': 'audio_features', 'id': '6H3kDe7CGoWYBabAeVWGiD', 'uri': 'spotify:track:6H3kDe7CGoWYBabAeVWGiD', 'track_href': 'https://api.spotify.com/v1/tracks/6H3kDe7CGoWYBabAeVWGiD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6H3kDe7CGoWYBabAeVWGiD', 'duration_ms': 270773, 'time_signature': 4}",0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,audio_features,6H3kDe7CGoWYBabAeVWGiD,spotify:track:6H3kDe7CGoWYBabAeVWGiD,https://api.spotify.com/v1/tracks/6H3kDe7CGoWYBabAeVWGiD,https://api.spotify.com/v1/audio-analysis/6H3kDe7CGoWYBabAeVWGiD,270773,4
Voices,5XUuldRjPXcP5QxyEN4IXT,"{'danceability': 0.546, 'energy': 0.898, 'key': 2, 'loudness': -3.067, 'mode': 0, 'speechiness': 0.162, 'acousticness': 0.0266, 'instrumentalness': 0, 'liveness': 0.129, 'valence': 0.639, 'tempo': 173.17, 'type': 'audio_features', 'id': '5XUuldRjPXcP5QxyEN4IXT', 'uri': 'spotify:track:5XUuldRjPXcP5QxyEN4IXT', 'track_href': 'https://api.spotify.com/v1/tracks/5XUuldRjPXcP5QxyEN4IXT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5XUuldRjPXcP5QxyEN4IXT', 'duration_ms': 191415, 'time_signature': 4}",0.546,0.898,2,-3.067,0,0.162,0.0266,0.0,0.129,0.639,173.17,audio_features,5XUuldRjPXcP5QxyEN4IXT,spotify:track:5XUuldRjPXcP5QxyEN4IXT,https://api.spotify.com/v1/tracks/5XUuldRjPXcP5QxyEN4IXT,https://api.spotify.com/v1/audio-analysis/5XUuldRjPXcP5QxyEN4IXT,191415,4
Letters to You,1lldOhIq1tf0XyQUBWDeOc,"{'danceability': 0.409, 'energy': 0.847, 'key': 1, 'loudness': -3.939, 'mode': 1, 'speechiness': 0.0519, 'acousticness': 2.17e-05, 'instrumentalness': 0, 'liveness': 0.0952, 'valence': 0.336, 'tempo': 117.935, 'type': 'audio_features', 'id': '1lldOhIq1tf0XyQUBWDeOc', 'uri': 'spotify:track:1lldOhIq1tf0XyQUBWDeOc', 'track_href': 'https://api.spotify.com/v1/tracks/1lldOhIq1tf0XyQUBWDeOc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1lldOhIq1tf0XyQUBWDeOc', 'duration_ms': 199600, 'time_signature': 4}",0.409,0.847,1,-3.939,1,0.0519,2.17e-05,0.0,0.0952,0.336,117.935,audio_features,1lldOhIq1tf0XyQUBWDeOc,spotify:track:1lldOhIq1tf0XyQUBWDeOc,https://api.spotify.com/v1/tracks/1lldOhIq1tf0XyQUBWDeOc,https://api.spotify.com/v1/audio-analysis/1lldOhIq1tf0XyQUBWDeOc,199600,4
"Baby, You Wouldn't Last a Minute on the Creek",6p4jnIWFWyLz0zUo2RD9iu,"{'danceability': 0.38, 'energy': 0.908, 'key': 2, 'loudness': -6.425, 'mode': 0, 'speechiness': 0.193, 'acousticness': 0.0295, 'instrumentalness': 0, 'liveness': 0.101, 'valence': 0.0974, 'tempo': 97.613, 'type': 'audio_features', 'id': '6p4jnIWFWyLz0zUo2RD9iu', 'uri': 'spotify:track:6p4jnIWFWyLz0zUo2RD9iu', 'track_href': 'https://api.spotify.com/v1/tracks/6p4jnIWFWyLz0zUo2RD9iu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6p4jnIWFWyLz0zUo2RD9iu', 'duration_ms': 280867, 'time_signature': 4}",0.38,0.908,2,-6.425,0,0.193,0.0295,0.0,0.101,0.0974,97.613,audio_features,6p4jnIWFWyLz0zUo2RD9iu,spotify:track:6p4jnIWFWyLz0zUo2RD9iu,https://api.spotify.com/v1/tracks/6p4jnIWFWyLz0zUo2RD9iu,https://api.spotify.com/v1/audio-analysis/6p4jnIWFWyLz0zUo2RD9iu,280867,4
Apology,7nnbb77c4fLnosiTk5QpxQ,"{'danceability': 0.549, 'energy': 0.183, 'key': 2, 'loudness': -11.398, 'mode': 0, 'speechiness': 0.0447, 'acousticness': 0.911, 'instrumentalness': 0, 'liveness': 0.109, 'valence': 0.337, 'tempo': 93.965, 'type': 'audio_features', 'id': '7nnbb77c4fLnosiTk5QpxQ', 'uri': 'spotify:track:7nnbb77c4fLnosiTk5QpxQ', 'track_href': 'https://api.spotify.com/v1/tracks/7nnbb77c4fLnosiTk5QpxQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7nnbb77c4fLnosiTk5QpxQ', 'duration_ms': 172227, 'time_signature': 4}",0.549,0.183,2,-11.398,0,0.0447,0.911,0.0,0.109,0.337,93.965,audio_features,7nnbb77c4fLnosiTk5QpxQ,spotify:track:7nnbb77c4fLnosiTk5QpxQ,https://api.spotify.com/v1/tracks/7nnbb77c4fLnosiTk5QpxQ,https://api.spotify.com/v1/audio-analysis/7nnbb77c4fLnosiTk5QpxQ,172227,4
Sweet Child o' Mine,7snQQk1zcKl8gZ92AnueZW,"{'danceability': 0.446, 'energy': 0.952, 'key': 6, 'loudness': -5.321, 'mode': 1, 'speechiness': 0.0523, 'acousticness': 0.0901, 'instrumentalness': 0.0857, 'liveness': 0.112, 'valence': 0.624, 'tempo': 125.303, 'type': 'audio_features', 'id': '7snQQk1zcKl8gZ92AnueZW', 'uri': 'spotify:track:7snQQk1zcKl8gZ92AnueZW', 'track_href': 'https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW', 'duration_ms': 356067, 'time_signature': 4}",0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,audio_features,7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067,4
Welcome to the Jungle,0G21yYKMZoHa30cYVi1iA8,"{'danceability': 0.453, 'energy': 0.987, 'key': 8, 'loudness': -4.485, 'mode': 1, 'speechiness': 0.0889, 'acousticness': 0.0195, 'instrumentalness': 0.283, 'liveness': 0.268, 'valence': 0.316, 'tempo': 123.544, 'type': 'audio_features', 'id': '0G21yYKMZoHa30cYVi1iA8', 'uri': 'spotify:track:0G21yYKMZoHa30cYVi1iA8', 'track_href': 'https://api.spotify.com/v1/tracks/0G21yYKMZoHa30cYVi1iA8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0G21yYKMZoHa30cYVi1iA8', 'duration_ms': 273480, 'time_signature': 4}",0.453,0.987,8,-4.485,1,0.0889,0.0195,0.283,0.268,0.316,123.544,audio_features,0G21yYKMZoHa30cYVi1iA8,spotify:track:0G21yYKMZoHa30cYVi1iA8,https://api.spotify.com/v1/tracks/0G21yYKMZoHa30cYVi1iA8,https://api.spotify.com/v1/audio-analysis/0G21yYKMZoHa30cYVi1iA8,273480,4
Damaged Goods,0Nn4RrvVfwSSLDvkhdRc1n,"{'danceability': 0.75, 'energy': 0.79, 'key': 0, 'loudness': -5.935, 'mode': 1, 'speechiness': 0.116, 'acousticness': 0.0148, 'instrumentalness': 0.0115, 'liveness': 0.111, 'valence': 0.946, 'tempo': 157.432, 'type': 'audio_features', 'id': '0Nn4RrvVfwSSLDvkhdRc1n', 'uri': 'spotify:track:0Nn4RrvVfwSSLDvkhdRc1n', 'track_href': 'https://api.spotify.com/v1/tracks/0Nn4RrvVfwSSLDvkhdRc1n', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0Nn4RrvVfwSSLDvkhdRc1n', 'duration_ms': 206787, 'time_signature': 4}",0.75,0.79,0,-5.935,1,0.116,0.0148,0.0115,0.111,0.946,157.432,audio_features,0Nn4RrvVfwSSLDvkhdRc1n,spotify:track:0Nn4RrvVfwSSLDvkhdRc1n,https://api.spotify.com/v1/tracks/0Nn4RrvVfwSSLDvkhdRc1n,https://api.spotify.com/v1/audio-analysis/0Nn4RrvVfwSSLDvkhdRc1n,206787,4
Ohio Is For Lovers,23DHUWJ7iEieNPMPKvjzBV,"{'danceability': 0.566, 'energy': 0.835, 'key': 8, 'loudness': -6.87, 'mode': 0, 'speechiness': 0.0742, 'acousticness': 0.0356, 'instrumentalness': 0, 'liveness': 0.241, 'valence': 0.606, 'tempo': 170.066, 'type': 'audio_features', 'id': '23DHUWJ7iEieNPMPKvjzBV', 'uri': 'spotify:track:23DHUWJ7iEieNPMPKvjzBV', 'track_href': 'https://api.spotify.com/v1/tracks/23DHUWJ7iEieNPMPKvjzBV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/23DHUWJ7iEieNPMPKvjzBV', 'duration_ms': 244480, 'time_signature': 4}",0.566,0.835,8,-6.87,0,0.0742,0.0356,0.0,0.241,0.606,170.066,audio_features,23DHUWJ7iEieNPMPKvjzBV,spotify:track:23DHUWJ7iEieNPMPKvjzBV,https://api.spotify.com/v1/tracks/23DHUWJ7iEieNPMPKvjzBV,https://api.spotify.com/v1/audio-analysis/23DHUWJ7iEieNPMPKvjzBV,244480,4
My Generation,6holGuk1jKHTdWyWBOZi8l,"{'danceability': 0.458, 'energy': 0.978, 'key': 11, 'loudness': -2.389, 'mode': 1, 'speechiness': 0.191, 'acousticness': 0.00231, 'instrumentalness': 2.12e-06, 'liveness': 0.111, 'valence': 0.342, 'tempo': 104.012, 'type': 'audio_features', 'id': '6holGuk1jKHTdWyWBOZi8l', 'uri': 'spotify:track:6holGuk1jKHTdWyWBOZi8l', 'track_href': 'https://api.spotify.com/v1/tracks/6holGuk1jKHTdWyWBOZi8l', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6holGuk1jKHTdWyWBOZi8l', 'duration_ms': 221000, 'time_signature': 4}",0.458,0.978,11,-2.389,1,0.191,0.00231,2.12e-06,0.111,0.342,104.012,audio_features,6holGuk1jKHTdWyWBOZi8l,spotify:track:6holGuk1jKHTdWyWBOZi8l,https://api.spotify.com/v1/tracks/6holGuk1jKHTdWyWBOZi8l,https://api.spotify.com/v1/audio-analysis/6holGuk1jKHTdWyWBOZi8l,221000,4
Bohemian Rhapsody,6l8GvAyoUZwWDgF1e4822w,"{'danceability': 0.397, 'energy': 0.386, 'key': 0, 'loudness': -10.405, 'mode': 0, 'speechiness': 0.0503, 'acousticness': 0.271, 'instrumentalness': 0, 'liveness': 0.188, 'valence': 0.21, 'tempo': 144.242, 'type': 'audio_features', 'id': '6l8GvAyoUZwWDgF1e4822w', 'uri': 'spotify:track:6l8GvAyoUZwWDgF1e4822w', 'track_href': 'https://api.spotify.com/v1/tracks/6l8GvAyoUZwWDgF1e4822w', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6l8GvAyoUZwWDgF1e4822w', 'duration_ms': 355400, 'time_signature': 4}",0.397,0.386,0,-10.405,0,0.0503,0.271,0.0,0.188,0.21,144.242,audio_features,6l8GvAyoUZwWDgF1e4822w,spotify:track:6l8GvAyoUZwWDgF1e4822w,https://api.spotify.com/v1/tracks/6l8GvAyoUZwWDgF1e4822w,https://api.spotify.com/v1/audio-analysis/6l8GvAyoUZwWDgF1e4822w,355400,4
Rivers Of Babylon,78His8pbKjbDQF7aX5asgv,"{'danceability': 0.729, 'energy': 0.851, 'key': 7, 'loudness': -7.033, 'mode': 1, 'speechiness': 0.0362, 'acousticness': 0.13, 'instrumentalness': 0.000912, 'liveness': 0.443, 'valence': 0.741, 'tempo': 115.118, 'type': 'audio_features', 'id': '78His8pbKjbDQF7aX5asgv', 'uri': 'spotify:track:78His8pbKjbDQF7aX5asgv', 'track_href': 'https://api.spotify.com/v1/tracks/78His8pbKjbDQF7aX5asgv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/78His8pbKjbDQF7aX5asgv', 'duration_ms': 261267, 'time_signature': 4}",0.729,0.851,7,-7.033,1,0.0362,0.13,0.000912,0.443,0.741,115.118,audio_features,78His8pbKjbDQF7aX5asgv,spotify:track:78His8pbKjbDQF7aX5asgv,https://api.spotify.com/v1/tracks/78His8pbKjbDQF7aX5asgv,https://api.spotify.com/v1/audio-analysis/78His8pbKjbDQF7aX5asgv,261267,4
Smile in Your Sleep,29dljceloiAgAeARUwZ3QC,"{'danceability': 0.433, 'energy': 0.952, 'key': 4, 'loudness': -3.177, 'mode': 0, 'speechiness': 0.18, 'acousticness': 0.00301, 'instrumentalness': 1.6e-05, 'liveness': 0.406, 'valence': 0.296, 'tempo': 184.055, 'type': 'audio_features', 'id': '29dljceloiAgAeARUwZ3QC', 'uri': 'spotify:track:29dljceloiAgAeARUwZ3QC', 'track_href': 'https://api.spotify.com/v1/tracks/29dljceloiAgAeARUwZ3QC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/29dljceloiAgAeARUwZ3QC', 'duration_ms': 193920, 'time_signature': 4}",0.433,0.952,4,-3.177,0,0.18,0.00301,1.6e-05,0.406,0.296,184.055,audio_features,29dljceloiAgAeARUwZ3QC,spotify:track:29dljceloiAgAeARUwZ3QC,https://api.spotify.com/v1/tracks/29dljceloiAgAeARUwZ3QC,https://api.spotify.com/v1/audio-analysis/29dljceloiAgAeARUwZ3QC,193920,4
Comfortably Numb,5HNCy40Ni5BZJFw1TKzRsC,"{'danceability': 0.472, 'energy': 0.366, 'key': 11, 'loudness': -12.595, 'mode': 0, 'speechiness': 0.0286, 'acousticness': 0.15, 'instrumentalness': 0.312, 'liveness': 0.0837, 'valence': 0.171, 'tempo': 127.163, 'type': 'audio_features', 'id': '5HNCy40Ni5BZJFw1TKzRsC', 'uri': 'spotify:track:5HNCy40Ni5BZJFw1TKzRsC', 'track_href': 'https://api.spotify.com/v1/tracks/5HNCy40Ni5BZJFw1TKzRsC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5HNCy40Ni5BZJFw1TKzRsC', 'duration_ms': 382297, 'time_signature': 4}",0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,audio_features,5HNCy40Ni5BZJFw1TKzRsC,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/tracks/5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/audio-analysis/5HNCy40Ni5BZJFw1TKzRsC,382297,4
Hey Joe,0NWPxcsf5vdjdiFUI8NgkP,"{'danceability': 0.346, 'energy': 0.768, 'key': 9, 'loudness': -5.695, 'mode': 1, 'speechiness': 0.0377, 'acousticness': 0.00603, 'instrumentalness': 0.38, 'liveness': 0.0244, 'valence': 0.532, 'tempo': 169.492, 'type': 'audio_features', 'id': '0NWPxcsf5vdjdiFUI8NgkP', 'uri': 'spotify:track:0NWPxcsf5vdjdiFUI8NgkP', 'track_href': 'https://api.spotify.com/v1/tracks/0NWPxcsf5vdjdiFUI8NgkP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0NWPxcsf5vdjdiFUI8NgkP', 'duration_ms': 210160, 'time_signature': 4}",0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492,audio_features,0NWPxcsf5vdjdiFUI8NgkP,spotify:track:0NWPxcsf5vdjdiFUI8NgkP,https://api.spotify.com/v1/tracks/0NWPxcsf5vdjdiFUI8NgkP,https://api.spotify.com/v1/audio-analysis/0NWPxcsf5vdjdiFUI8NgkP,210160,4
The Taste of Ink,5jZ1Z2GFTf2gwmFc3qiUxs,"{'danceability': 0.541, 'energy': 0.904, 'key': 7, 'loudness': -3.001, 'mode': 1, 'speechiness': 0.0435, 'acousticness': 0.00143, 'instrumentalness': 0, 'liveness': 0.193, 'valence': 0.541, 'tempo': 98.122, 'type': 'audio_features', 'id': '5jZ1Z2GFTf2gwmFc3qiUxs', 'uri': 'spotify:track:5jZ1Z2GFTf2gwmFc3qiUxs', 'track_href': 'https://api.spotify.com/v1/tracks/5jZ1Z2GFTf2gwmFc3qiUxs', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5jZ1Z2GFTf2gwmFc3qiUxs', 'duration_ms': 208693, 'time_signature': 4}",0.541,0.904,7,-3.001,1,0.0435,0.00143,0.0,0.193,0.541,98.122,audio_features,5jZ1Z2GFTf2gwmFc3qiUxs,spotify:track:5jZ1Z2GFTf2gwmFc3qiUxs,https://api.spotify.com/v1/tracks/5jZ1Z2GFTf2gwmFc3qiUxs,https://api.spotify.com/v1/audio-analysis/5jZ1Z2GFTf2gwmFc3qiUxs,208693,4
Face Down,69uzomsgzj5yG6CztWeC56,"{'danceability': 0.646, 'energy': 0.658, 'key': 1, 'loudness': -6.082, 'mode': 1, 'speechiness': 0.266, 'acousticness': 0.148, 'instrumentalness': 0, 'liveness': 0.278, 'valence': 0.645, 'tempo': 155.003, 'type': 'audio_features', 'id': '69uzomsgzj5yG6CztWeC56', 'uri': 'spotify:track:69uzomsgzj5yG6CztWeC56', 'track_href': 'https://api.spotify.com/v1/tracks/69uzomsgzj5yG6CztWeC56', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/69uzomsgzj5yG6CztWeC56', 'duration_ms': 173479, 'time_signature': 4}",0.646,0.658,1,-6.082,1,0.266,0.148,0.0,0.278,0.645,155.003,audio_features,69uzomsgzj5yG6CztWeC56,spotify:track:69uzomsgzj5yG6CztWeC56,https://api.spotify.com/v1/tracks/69uzomsgzj5yG6CztWeC56,https://api.spotify.com/v1/audio-analysis/69uzomsgzj5yG6CztWeC56,173479,4
Jump,6JymsaWDHk2Yj4e0yNBIFH,"{'danceability': 0.854, 'energy': 0.71, 'key': 4, 'loudness': -6.32, 'mode': 0, 'speechiness': 0.0795, 'acousticness': 0.0113, 'instrumentalness': 9.06e-05, 'liveness': 0.166, 'valence': 0.818, 'tempo': 106.893, 'type': 'audio_features', 'id': '6JymsaWDHk2Yj4e0yNBIFH', 'uri': 'spotify:track:6JymsaWDHk2Yj4e0yNBIFH', 'track_href': 'https://api.spotify.com/v1/tracks/6JymsaWDHk2Yj4e0yNBIFH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6JymsaWDHk2Yj4e0yNBIFH', 'duration_ms': 214947, 'time_signature': 4}",0.854,0.71,4,-6.32,0,0.0795,0.0113,9.06e-05,0.166,0.818,106.893,audio_features,6JymsaWDHk2Yj4e0yNBIFH,spotify:track:6JymsaWDHk2Yj4e0yNBIFH,https://api.spotify.com/v1/tracks/6JymsaWDHk2Yj4e0yNBIFH,https://api.spotify.com/v1/audio-analysis/6JymsaWDHk2Yj4e0yNBIFH,214947,4
Niki FM,5N8Im7uVHHsR7zFaX38oap,"{'danceability': 0.402, 'energy': 0.51, 'key': 1, 'loudness': -5.637, 'mode': 0, 'speechiness': 0.0352, 'acousticness': 0.153, 'instrumentalness': 1.38e-05, 'liveness': 0.192, 'valence': 0.139, 'tempo': 145.178, 'type': 'audio_features', 'id': '5N8Im7uVHHsR7zFaX38oap', 'uri': 'spotify:track:5N8Im7uVHHsR7zFaX38oap', 'track_href': 'https://api.spotify.com/v1/tracks/5N8Im7uVHHsR7zFaX38oap', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5N8Im7uVHHsR7zFaX38oap', 'duration_ms': 269824, 'time_signature': 3}",0.402,0.51,1,-5.637,0,0.0352,0.153,1.38e-05,0.192,0.139,145.178,audio_features,5N8Im7uVHHsR7zFaX38oap,spotify:track:5N8Im7uVHHsR7zFaX38oap,https://api.spotify.com/v1/tracks/5N8Im7uVHHsR7zFaX38oap,https://api.spotify.com/v1/audio-analysis/5N8Im7uVHHsR7zFaX38oap,269824,3
Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,"{'danceability': 0.774, 'energy': 0.753, 'key': 4, 'loudness': -5.446, 'mode': 0, 'speechiness': 0.0517, 'acousticness': 0.152, 'instrumentalness': 0, 'liveness': 0.0371, 'valence': 0.896, 'tempo': 119.002, 'type': 'audio_features', 'id': '76hfruVvmfQbw0eYn1nmeC', 'uri': 'spotify:track:76hfruVvmfQbw0eYn1nmeC', 'track_href': 'https://api.spotify.com/v1/tracks/76hfruVvmfQbw0eYn1nmeC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/76hfruVvmfQbw0eYn1nmeC', 'duration_ms': 219147, 'time_signature': 4}",0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,audio_features,76hfruVvmfQbw0eYn1nmeC,spotify:track:76hfruVvmfQbw0eYn1nmeC,https://api.spotify.com/v1/tracks/76hfruVvmfQbw0eYn1nmeC,https://api.spotify.com/v1/audio-analysis/76hfruVvmfQbw0eYn1nmeC,219147,4
Buried Myself Alive,746bHsY27aWTMYpoxqECOm,"{'danceability': 0.26, 'energy': 0.923, 'key': 7, 'loudness': -5.023, 'mode': 1, 'speechiness': 0.157, 'acousticness': 0.00108, 'instrumentalness': 0, 'liveness': 0.763, 'valence': 0.387, 'tempo': 170.605, 'type': 'audio_features', 'id': '746bHsY27aWTMYpoxqECOm', 'uri': 'spotify:track:746bHsY27aWTMYpoxqECOm', 'track_href': 'https://api.spotify.com/v1/tracks/746bHsY27aWTMYpoxqECOm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/746bHsY27aWTMYpoxqECOm', 'duration_ms': 242133, 'time_signature': 4}",0.26,0.923,7,-5.023,1,0.157,0.00108,0.0,0.763,0.387,170.605,audio_features,746bHsY27aWTMYpoxqECOm,spotify:track:746bHsY27aWTMYpoxqECOm,https://api.spotify.com/v1/tracks/746bHsY27aWTMYpoxqECOm,https://api.spotify.com/v1/audio-analysis/746bHsY27aWTMYpoxqECOm,242133,4
Anarchy in the U.K.,3LoDeIbiR12sAznmpNEmKA,"{'danceability': 0.323, 'energy': 0.978, 'key': 5, 'loudness': -3.841, 'mode': 1, 'speechiness': 0.118, 'acousticness': 0.0422, 'instrumentalness': 0.00019, 'liveness': 0.201, 'valence': 0.168, 'tempo': 134.222, 'type': 'audio_features', 'id': '3LoDeIbiR12sAznmpNEmKA', 'uri': 'spotify:track:3LoDeIbiR12sAznmpNEmKA', 'track_href': 'https://api.spotify.com/v1/tracks/3LoDeIbiR12sAznmpNEmKA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3LoDeIbiR12sAznmpNEmKA', 'duration_ms': 211973, 'time_signature': 4}",0.323,0.978,5,-3.841,1,0.118,0.0422,0.00019,0.201,0.168,134.222,audio_features,3LoDeIbiR12sAznmpNEmKA,spotify:track:3LoDeIbiR12sAznmpNEmKA,https://api.spotify.com/v1/tracks/3LoDeIbiR12sAznmpNEmKA,https://api.spotify.com/v1/audio-analysis/3LoDeIbiR12sAznmpNEmKA,211973,4
Back in Black,08mG3Y1vljYA6bvDt4Wqkj,"{'danceability': 0.31, 'energy': 0.7, 'key': 9, 'loudness': -5.678, 'mode': 1, 'speechiness': 0.047, 'acousticness': 0.011, 'instrumentalness': 0.00965, 'liveness': 0.0828, 'valence': 0.763, 'tempo': 188.386, 'type': 'audio_features', 'id': '08mG3Y1vljYA6bvDt4Wqkj', 'uri': 'spotify:track:08mG3Y1vljYA6bvDt4Wqkj', 'track_href': 'https://api.spotify.com/v1/tracks/08mG3Y1vljYA6bvDt4Wqkj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj', 'duration_ms': 255493, 'time_signature': 4}",0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,audio_features,08mG3Y1vljYA6bvDt4Wqkj,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/tracks/08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj,255493,4
Survivor,2Mpj1Ul5OFPyyP4wB62Rvi,"{'danceability': 0.514, 'energy': 0.911, 'key': 1, 'loudness': -2.027, 'mode': 0, 'speechiness': 0.41, 'acousticness': 0.0559, 'instrumentalness': 0, 'liveness': 0.775, 'valence': 0.619, 'tempo': 161.109, 'type': 'audio_features', 'id': '2Mpj1Ul5OFPyyP4wB62Rvi', 'uri': 'spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi', 'track_href': 'https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2Mpj1Ul5OFPyyP4wB62Rvi', 'duration_ms': 254027, 'time_signature': 4}",0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161.109,audio_features,2Mpj1Ul5OFPyyP4wB62Rvi,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/audio-analysis/2Mpj1Ul5OFPyyP4wB62Rvi,254027,4
